id,title,description,keywords,topics,platforms,event,collection,duration,video_url,thumbnail_url,transcript_path
110401,Create Swift Package plugins,tailor your development workflow and learn how to write your own package plugins in swift. we'll show you how you can extend xcode's functionality by using the packageplugin api to generate source code or automate release tasks and share best practices for creating great plugins.,,Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,24:02,https://developer.apple.com/videos/play/wwdc2022/110401/,https://devimages-cdn.apple.com/wwdc-services/images/124/6760/6760_wide_250x141_2x.jpg,transcipts/wwdc2022-110401.txt
110370,Debug Swift debugging with LLDB,learn how you can set up complex swift projects for debugging. we'll take you on a deep dive into the internals of lldb and debug info. we'll also share best practices for complex scenarios such as debugging code built on build servers or code from custom build systems.,,Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,20:04,https://developer.apple.com/videos/play/wwdc2022/110370/,https://devimages-cdn.apple.com/wwdc-services/images/124/6724/6724_wide_250x141_2x.jpg,transcipts/wwdc2022-110370.txt
110359,Meet Swift Package plugins,discover how you can perform actions on swift packages and xcode projects with swift package plugins. we'll go over how these plugins work and explore how you can use them to generate source code and automate your development workflow.,,Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,15:27,https://developer.apple.com/videos/play/wwdc2022/110359/,https://devimages-cdn.apple.com/wwdc-services/images/124/6713/6713_wide_250x141_2x.jpg,transcipts/wwdc2022-110359.txt
110353,Design protocol interfaces in Swift,"learn how you can use swift 5.7 to design advanced abstractions using protocols. we'll show you how to use existential types, explore how you can separate implementation from interface with opaque result types, and share the same-type requirements that can help you identify and guarantee relationships between concrete types. 
 
to get the most out of this session, we recommend first watching “embrace swift generics",,Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,25:31,https://developer.apple.com/videos/play/wwdc2022/110353/,https://devimages-cdn.apple.com/wwdc-services/images/124/6707/6707_wide_250x141_2x.jpg,transcipts/wwdc2022-110353.txt
110352,Embrace Swift generics,"generics are a fundamental tool for writing abstract code in swift. learn how you can identify opportunities for abstraction as your code evolves, evaluate strategies for writing one piece of code with many behaviors, and discover language features in swift 5.7 that can help you make generic code easier to write and understand.",,Essentials|Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,27:29,https://developer.apple.com/videos/play/wwdc2022/110352/,https://devimages-cdn.apple.com/wwdc-services/images/124/6706/6706_wide_250x141_2x.jpg,transcipts/wwdc2022-110352.txt
110356,Meet distributed actors in Swift,"discover distributed actors — an extension of swift's actor model that simplifies development of distributed systems. we'll explore how distributed actor isolation and location transparency can help you avoid the accidental complexity of networking, serialization, and other transport concerns when working with distributed apps and systems. 
 
to get the most out of this session, watch “protect mutable state with swift actors” from wwdc21.",,Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,25:17,https://developer.apple.com/videos/play/wwdc2022/110356/,https://devimages-cdn.apple.com/wwdc-services/images/124/6710/6710_wide_250x141_2x.jpg,transcipts/wwdc2022-110356.txt
110371,Use Xcode to develop a multiplatform app,"learn how you can build apps for multiple apple platforms using xcode 14. we'll show you how to streamline app targets, maintain a common codebase, and share settings by default. we'll also explore how you can customize your app for each platform through conditionalizing your settings and code.",,Essentials|Swift|Developer Tools,ios|ipados|macos,WWDC22,wwdc2022,16:03,https://developer.apple.com/videos/play/wwdc2022/110371/,https://devimages-cdn.apple.com/wwdc-services/images/124/6726/6726_wide_250x141_2x.jpg,transcipts/wwdc2022-110371.txt
110358,Swift Regex: Beyond the basics,"go beyond the basics of string processing with swift regex. we'll share an overview of regex and how it works, explore foundation's rich data parsers and discover how to integrate your own, and delve into captures. we'll also provide best practices for matching strings and wielding regex-powered algorithms with ease.",,Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,21:32,https://developer.apple.com/videos/play/wwdc2022/110358/,https://devimages-cdn.apple.com/wwdc-services/images/124/6712/6712_wide_250x141_2x.jpg,transcipts/wwdc2022-110358.txt
110349,Create engaging content for Swift Playgrounds,learn how you can build guided instructional content designed for swift playgrounds. follow along with us as we explore how you can add a guide to a completed sample code project. we'll demonstrate how to add tasks to your learning center to show off relevant code and optional experiment tasks that encourage learners to extend the project with code of their own.,swift playgrounds,Business & Education|Developer Tools|Essentials|Swift,ios|ipados|macos,WWDC22,wwdc2022,20:26,https://developer.apple.com/videos/play/wwdc2022/110349/,https://devimages-cdn.apple.com/wwdc-services/images/124/6703/6703_wide_250x141_2x.jpg,transcipts/wwdc2022-110349.txt
110351,Eliminate data races using Swift Concurrency,"join us as we explore one of the core concepts in swift concurrency: isolation of tasks and actors. we'll take you through swift's approach to eliminating data races and its effect on app architecture. we'll also discuss the importance of atomicity in your code, share the nuances of sendable checking to maintain isolation, and revisit assumptions about ordering work in a concurrent system.",,Essentials|Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,28:54,https://developer.apple.com/videos/play/wwdc2022/110351/,https://devimages-cdn.apple.com/wwdc-services/images/124/6705/6705_wide_250x141_2x.jpg,transcipts/wwdc2022-110351.txt
110355,Meet Swift Async Algorithms,"discover the latest open source swift package from apple: swift async algorithms. we'll explore algorithms from this package that you can use with asyncsequence, including zip, merge, and throttle. follow along with us as we use these algorithms to build a great messaging app. we'll also share best practices for combining multiple asyncsequences and using the swift clock type to work with values over time. 
 
to get the most out of this session, we recommend watching ",,Essentials|Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,13:01,https://developer.apple.com/videos/play/wwdc2022/110355/,https://devimages-cdn.apple.com/wwdc-services/images/124/6709/6709_wide_250x141_2x.jpg,transcipts/wwdc2022-110355.txt
110348,Build your first app in Swift Playgrounds,"learn how you can easily prototype and build apps with swift playgrounds. we'll show you how to create an app from a blank project, build its interface with swiftui, and use swift package manager to add extra functionality from an open source package. we'll also explore how you can debug issues using previews and the console and take you through submitting an app to app store connect for distribution via testflight.",,Business & Education|Developer Tools|Essentials|Health & Fitness|Swift,ios|ipados|macos,WWDC22,wwdc2022,15:48,https://developer.apple.com/videos/play/wwdc2022/110348/,https://devimages-cdn.apple.com/wwdc-services/images/124/6702/6702_wide_250x141_2x.jpg,transcipts/wwdc2022-110348.txt
110350,Visualize and optimize Swift concurrency,"learn how you can optimize your app with the swift concurrency template in instruments. we'll discuss common performance issues and show you how to use instruments to find and resolve these problems. learn how you can keep your ui responsive, maximize parallel performance, and analyze swift concurrency activity within your app. 
 
to get the most out of this session, we recommend familiarity with swift concurrency (including tasks and actors).","swift,swift concurrency",Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,24:38,https://developer.apple.com/videos/play/wwdc2022/110350/,https://devimages-cdn.apple.com/wwdc-services/images/124/6704/6704_wide_250x141_2x.jpg,transcipts/wwdc2022-110350.txt
110357,Meet Swift Regex,"learn how you can process strings more effectively when you take advantage of swift regex. come for concise literals but stay for regex builders — a new, declarative approach to string processing. we'll also explore the unicode models in string and share how swift regex can make unicode-correct processing easy.",,Essentials|Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,22:58,https://developer.apple.com/videos/play/wwdc2022/110357/,https://devimages-cdn.apple.com/wwdc-services/images/124/6711/6711_wide_250x141_2x.jpg,transcipts/wwdc2022-110357.txt
110354,What's new in Swift,"join us for an update on swift. we'll take you through performance improvements, explore more secure and extensible swift packages, and share advancements in swift concurrency. we'll also introduce you to swift regex, better generics, and other tools built into the language to help you write more flexible & expressive code.",,Essentials|Swift,ios|ipados|macos|tvos|watchos,WWDC22,wwdc2022,38:16,https://developer.apple.com/videos/play/wwdc2022/110354/,https://devimages-cdn.apple.com/wwdc-services/images/124/6708/6708_wide_250x141_2x.jpg,transcipts/wwdc2022-110354.txt
10100,Explore and manipulate data in Swift with TabularData,"discover how you can use the tabulardata framework to load, explore, and manipulate unstructured data in swift — whether you need to pre-process data for a machine learning task or digest data on-the-fly in your app. learn how this framework can help you handle large datasets, join multiple tables of data together, and filter data programmatically. we'll also show you how a dataframe can be used to drive all the data-centric features of your app.",,Machine Learning & AI|Swift,ios|ipados|macos,Tech Talks,tech-talks,23:48,https://developer.apple.com/videos/play/tech-talks/10100/,https://devimages-cdn.apple.com/wwdc-services/images/8/4996/4996_wide_250x141_2x.jpg,transcipts/tech-talks-10100.txt
10253,Write a DSL in Swift using result builders,"some problems are easier to solve by creating a customized programming language, or “domain-specific language.” while creating a dsl traditionally requires writing your own compiler, you can instead use result builders with swift 5.4 to make your code both easier to read and maintain. we'll take you through best practices for designing a custom language for swift: learn about result builders and trailing closure arguments, explore modifier-style methods and why they work well, and discover how you can extend swift's normal language rules to turn swift into a dsl. 
 
to get the most out of this session, it's helpful (though not necessary) to have some experience writing swiftui views. you won't need to know anything about parser or compiler implementation.","compiler,domain specific language,dsl,modifiers,property wrappers,result builders,trailing closure",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,46:56,https://developer.apple.com/videos/play/wwdc2021/10253/,https://devimages-cdn.apple.com/wwdc-services/images/119/5174/5174_wide_250x141_2x.jpg,transcipts/wwdc2021-10253.txt
10216,ARC in Swift: Basics and beyond,"learn about the basics of object lifetimes and arc in swift. dive deep into what language features make object lifetimes observable, consequences of relying on observed object lifetimes and some safe techniques to fix them.","arc,memory,object life cycle,retain,unknown,weak",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,20:42,https://developer.apple.com/videos/play/wwdc2021/10216/,https://devimages-cdn.apple.com/wwdc-services/images/119/5127/5127_wide_250x141_2x.jpg,transcipts/wwdc2021-10216.txt
10197,Discover and curate Swift Packages using Collections,"whether you're curating packages for your team, for education purposes, or to share with other developers, swift package collections can help you discover, explore and import new packages into your project. discover improvements in the swift package workflow using collections, and learn how you can curate, create, sign, and share your own swift package collections.","collection,collections,dependency,dependency management,spm,swift package collection,swift packages,xcode",Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,14:26,https://developer.apple.com/videos/play/wwdc2021/10197/,https://devimages-cdn.apple.com/wwdc-services/images/119/5108/5108_wide_250x141_2x.jpg,transcipts/wwdc2021-10197.txt
10254,Swift concurrency: Behind the scenes,"dive into the details of swift concurrency and discover how swift provides greater safety from data races and thread explosion while simultaneously improving performance. we'll explore how swift tasks differ from grand central dispatch, how the new cooperative threading model works, and how to ensure the best performance for your apps. 
 
to get the most out of this session, we recommend first watching “meet async/await in swift,” “explore structured concurrency in swift,” and “protect mutable state with swift actors.”","actors,async,await,continuation,dispatchqueue,feed,gcd,heap,hopping,newsfeed,pool,queue,reader,stack,threads",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,39:18,https://developer.apple.com/videos/play/wwdc2021/10254/,https://devimages-cdn.apple.com/wwdc-services/images/119/5175/5175_wide_250x141_2x.jpg,transcipts/wwdc2021-10254.txt
10017,Bring Core Data concurrency to Swift and SwiftUI,"discover how core data is adopting the new concurrency capabilities of swift 5.5, leading to more concise, efficient, and safe asynchronous code. we'll show you how to update core data in your apps to work with concurrency, and detail the many other improvements throughout the framework that make working with swift and swiftui more expressive and powerful.","async,await,batch insert request,binary,core data,data persistence,dictionary,dynamic configuration,earthquakes app,enqueued,fetch request,inmemory,lazy entity resolution,managed object,managed object context,nsattributedescription,nsattributedescriptionattributetype,nsmanagedobjectcontext,nspersistentcontainer,nspersistentstorecoordinator,perform,performandwait,perform and wait,performenqueued,persist data,persistence,persistent store,predicates,routing errors,sectioned fetching,sectionedfetchrequest,sectionidentifier,shared data,sort descriptors,sort order,sqlite,swift,swift concurrency,swiftui,try await,xml",Swift|SwiftUI & UI Frameworks|System Services,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,27:04,https://developer.apple.com/videos/play/wwdc2021/10017/,https://devimages-cdn.apple.com/wwdc-services/images/119/4883/4883_wide_250x141_2x.jpg,transcipts/wwdc2021-10017.txt
10058,Meet AsyncSequence,"iterating over a sequence of values over time is now as easy as writing a “for” loop. find out how the new asyncsequence protocol enables a natural, simple syntax for iterating over anything from notifications to bytes being streamed from a server. we'll also show you how to adapt existing code to provide asynchronous sequences of your own. 
 
to get the most out of this session, we recommend first watching “meet async/await in swift.”","asyncstream,await,earthquakes,lines,quakes,urlsession",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,14:21,https://developer.apple.com/videos/play/wwdc2021/10058/,https://devimages-cdn.apple.com/wwdc-services/images/119/4948/4948_wide_250x141_2x.jpg,transcipts/wwdc2021-10058.txt
10019,Discover concurrency in SwiftUI,"discover how you can use swift's concurrency features to build even better swiftui apps. we'll show you how concurrent workflows interact with your observableobjects, and explore how you can use them directly in your swiftui views and models. find out how to use await to make your app run smoothly on the swiftui runloop, and learn how to fetch remote images quickly with the asyncimage api. and we'll take you through the process of enabling additional asynchronous flows in your custom views.","actor,async,async await,async image,await,codable,concurrency,concurrent,data models,dispatch queues,download photos,fetchphoto,identifiable,issaving,listrowseparator,liststyle,mainactor,main actor,main thread,objectwillchange,observableobject,opacity,placeholder,progress view,pull to refresh,refreshable,refreshable,rest api,run loop,save,snapshot,state change,swift 55,swiftui,task,tick,yield the main actor",Swift|SwiftUI & UI Frameworks,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,22:54,https://developer.apple.com/videos/play/wwdc2021/10019/,https://devimages-cdn.apple.com/wwdc-services/images/119/4885/4885_wide_250x141_2x.jpg,transcipts/wwdc2021-10019.txt
10256,Meet the Swift Algorithms and Collections packages,"discover two of the latest additions to the list of open-source swift packages from apple: swift algorithms and swift collections. not only can you use these packages immediately, they also incubate new algorithms and data structures for eventual inclusion in the swift standard library. we'll show you how you can integrate these packages into your projects and select the right algorithms and data structures to make your code clearer and faster.","adjacentpairs,array,arrayslice,buffer,chunked,chunkedby,chunks,compactmap,deque,dictionary,doubleended,ended,filter,flatmap,flattensequence,hashtable,joined,joinedby,joinedsequence,lazycompactmap,lazyflatmap,lazysequence,loops,map,messages,nsorderedset,ordereddictionary,orderedset,prefix,queue,raw,reversedcollection,set,suffix,transcript,windows",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,30:30,https://developer.apple.com/videos/play/wwdc2021/10256/,https://devimages-cdn.apple.com/wwdc-services/images/119/5177/5177_wide_250x141_2x.jpg,transcipts/wwdc2021-10256.txt
10095,Use async/await with URLSession,"discover how you can adopt swift concurrency in urlsession using async/await and asyncsequence, and how you can apply swift concurrency concepts to improve your networking code.",,Swift|System Services,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,13:40,https://developer.apple.com/videos/play/wwdc2021/10095/,https://devimages-cdn.apple.com/wwdc-services/images/119/4990/4990_wide_250x141_2x.jpg,transcipts/wwdc2021-10095.txt
10194,Swift concurrency: Update a sample app,"discover swift concurrency in action: follow along as we update an existing sample app. get real-world experience with async/await, actors, and continuations. we'll also explore techniques for migrating existing code to swift concurrency over time. 
 
to get the most out of this code-along, we recommend first watching “meet async/await in swift” and “protect mutable state with swift actors” from wwdc21. 
 
note: to create an async task in xcode 13 beta 3 and later, use the task initializer instead.","caffeine,codealong,coffeetracker,completionhandler,complication,condition,dispatchqueue,drinklist,handler,healthkit,immutable,mainactor,mutable,nonisolated,observableobject,published,queues,race,thread,uimodel,watch",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,61:00,https://developer.apple.com/videos/play/wwdc2021/10194/,https://devimages-cdn.apple.com/wwdc-services/images/119/5105/5105_wide_250x141_2x.jpg,transcipts/wwdc2021-10194.txt
10132,Meet async/await in Swift,"swift now supports asynchronous functions — a pattern commonly known as async/await. discover how the new syntax can make your code easier to read and understand. learn what happens when a function suspends, and find out how to adapt existing completion handlers to asynchronous functions.","await,bypreparingthumbnail,completionhandler,continuation,datatask,expectation,preparethumbnail,preparingthumbnail,resume,suspension,testing,urlsession,withcheckedcontinuation,withcheckedthrowingcontinuation,xctestexpectation",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,33:39,https://developer.apple.com/videos/play/wwdc2021/10132/,https://devimages-cdn.apple.com/wwdc-services/images/119/5033/5033_wide_250x141_2x.jpg,transcipts/wwdc2021-10132.txt
10133,Protect mutable state with Swift actors,"data races occur when two separate threads concurrently access the same mutable state. they are trivial to construct, but are notoriously hard to debug. 
 
discover how you can stop these data races in their tracks with swift actors, which help synchronize access to data in your code. discover how actors work and how to share values between them. learn about how actor isolation affects protocol conformances. and finally, meet the main actor, a new way of ensuring that your code always runs on the main thread when needed. 
 
to get the most out of this session, we recommend first watching “meet async/await in swift.”",",,books,cache,cat,classes,counter,detached,equatable,global,hashable,immutable,isolated,isolation,libraryaccount,nonisolated,sad,sendable,synchronization",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,28:32,https://developer.apple.com/videos/play/wwdc2021/10133/,https://devimages-cdn.apple.com/wwdc-services/images/119/5034/5034_wide_250x141_2x.jpg,transcipts/wwdc2021-10133.txt
10134,Explore structured concurrency in Swift,"when you have code that needs to run at the same time as other code, it's important to choose the right tool for the job. we'll take you through the different kinds of concurrent tasks you can create in swift, show you how to create groups of tasks, and find out how to cancel tasks in progress. we'll also provide guidance on when you may want to use unstructured tasks. 
 
to get the most out of this session, we first recommend watching “meet async/await in swift.”","asyncdetached,asynclet,bindings,detached,let,programming,scope,thumbnails,withtaskgroup,withthrowingtaskgroup",Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,27:54,https://developer.apple.com/videos/play/wwdc2021/10134/,https://devimages-cdn.apple.com/wwdc-services/images/119/5035/5035_wide_250x141_2x.jpg,transcipts/wwdc2021-10134.txt
10192,What‘s new in Swift,"join us for an update on swift. discover the latest language advancements that make your code easier to read and write. explore the growing number of apis available as swift packages. and we'll introduce you to swift's async/await syntax, structured concurrency, and actors.","algorithms,arc,argumentparser,asynchronous,automatic reference counting,aws,builds,cgfloat,codable,collections,concurrent,deque,diversity,docc,documentation,double,driver,enum,evolution,fish,flexible,float16,functions,incremental,index,lambda,lifetimes,linux,memory,mentorship,numerics,open source,optimize,ordereddictionary,orderedset,path,property wrappers,result builders,server,static member lookup,swiftui,system,toggle,windows",Essentials|Swift,ios|ipados|macos|tvos|watchos,WWDC21,wwdc2021,32:45,https://developer.apple.com/videos/play/wwdc2021/10192/,https://devimages-cdn.apple.com/wwdc-services/images/119/5103/5103_wide_250x141_2x.jpg,transcipts/wwdc2021-10192.txt
10149,Structure your app for SwiftUI previews,"when you use swiftui previews during development, you can quickly create apps that are more flexible and maintainable. discover ways to improve the preview experience by making small tweaks to your project. find out how to preview multiple files at once, how to manage data flow for previews, and how to use sample data while previewing. we'll also give you strategies for defining view inputs to make them more previewable and testable. 
 
to get the most out of this session, you should have some familiarity with swiftui. for an introduction to interacting with swiftui previews in xcode, check out ",,Developer Tools|Swift|SwiftUI & UI Frameworks,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,33:42,https://developer.apple.com/videos/play/wwdc2020/10149/,https://devimages-cdn.apple.com/wwdc-services/images/49/3595/3595_wide_250x141_2x.jpg,transcipts/wwdc2020-10149.txt
10040,Data Essentials in SwiftUI,"data is a complex part of any app, but swiftui makes it easy to ensure a smooth, data-driven experience from prototyping to production. discover @state and @binding, two powerful tools that can preserve and seamlessly update your source of truth. we'll also show you how observableobject lets you connect your views to your data model. learn about some tricky challenges and cool new ways to solve them — directly from the experts! 
 
to get the most out of this session, you should be familiar with swiftui. watch “app essentials in swiftui” and ",",appstorage,binding,bindings,body a pure function,data dependency,data model,model,objectwillchange,observableobject,onchange,onreceive,performance,projectedvalue,property wrapper,prototyping,published,publisher,scenes,scenestorage,source of truth,state,state,stateobject,view,willset",Swift|System Services|SwiftUI & UI Frameworks,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,36:15,https://developer.apple.com/videos/play/wwdc2020/10040/,https://devimages-cdn.apple.com/wwdc-services/images/49/3729/3729_wide_250x141_2x.jpg,transcipts/wwdc2020-10040.txt
10684,"Swan's Quest, Chapter 4: The sequence completes",swift playgrounds presents ,"playground,swans quest,swans quest,swift,swift playgrounds,swift playgrounds challenge",Business & Education|Swift,ios|ipados|macos,WWDC20,wwdc2020,8:08,https://developer.apple.com/videos/play/wwdc2020/10684/,https://devimages-cdn.apple.com/wwdc-services/images/49/3502/3502_wide_250x141_2x.jpg,transcipts/wwdc2020-10684.txt
10156,Control training in Create ML with Swift,"with the create ml framework you have more power than ever to easily develop models and automate workflows. we'll show you how to explore and interact with your machine learning models while you train them, helping you get a better model quickly. discover how training control in create ml can customize your training workflow with checkpointing apis to pause, save, resume, and extend your training process. and find out how you can monitor your progress programmatically using combine apis. 
 
if you're not already familiar with create ml and curious about training machine learning models, be sure to watch “introducing the create ml app.”","checkpointing,checkpoints,combine,core ml,create ml,iterations,ml job,ml session,playgrounds,swift",Swift|Machine Learning & AI,macos,WWDC20,wwdc2020,18:39,https://developer.apple.com/videos/play/wwdc2020/10156/,https://devimages-cdn.apple.com/wwdc-services/images/49/3440/3440_wide_250x141_2x.jpg,transcipts/wwdc2020-10156.txt
10033,Build SwiftUI views for widgets,"widgets are bite-sized pieces of information from your app that someone can choose to place on their home screen or today view. discover the process of building the views for a widget from scratch using swiftui. brush up on the syntax that you'll need for widget-specific construction and learn how to incorporate those commands and customize your widget's interface for a great glanceable experience. 
 
to learn more about widgets, be sure to check out ","alignment,canvas,containerrelativeshape,corner radii,corner radius,declarative,dynamic type,family,hstack,lazy shape,leading edge,placeholder,preview,spacer,swiftui,system large,system medium,system small,views,vstack,widgetkit,widgets",App Services|Swift|SwiftUI & UI Frameworks,ios|ipados|macos,WWDC20,wwdc2020,20:22,https://developer.apple.com/videos/play/wwdc2020/10033/,https://devimages-cdn.apple.com/wwdc-services/images/49/3566/3566_wide_250x141_2x.jpg,transcipts/wwdc2020-10033.txt
10167,Safely manage pointers in Swift,"come with us as we delve into unsafe pointer types in swift. discover the requirements for each type and how to use it correctly. we'll discuss typed pointers, drop down to raw pointers, and finally circumvent pointer type safety entirely by binding memory. 
 
this session is a follow-up to ",,Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,27:31,https://developer.apple.com/videos/play/wwdc2020/10167/,https://devimages-cdn.apple.com/wwdc-services/images/49/3866/3866_wide_250x141_2x.jpg,transcipts/wwdc2020-10167.txt
10680,Refine Objective-C frameworks for Swift,"fine-tune your objective-c headers to work beautifully in swift. we'll show you how to take an unwieldy objective-c framework and transform it into an api that feels right at home. learn about the suite of annotations you can use to provide richer type information, more idiomatic names, and better errors to swift. and discover objective-c conventions you might not have known about that are key to a well-behaved swift api. 
 
to get the most out of this session, you should be familiar with swift and objective-c. 
 
for more on working with swift and objective-c, check out our developer documentation and take a look at “behind the scenes of the xcode build process” from wwdc18.",,Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,42:42,https://developer.apple.com/videos/play/wwdc2020/10680/,https://devimages-cdn.apple.com/wwdc-services/images/49/3498/3498_wide_250x141_2x.jpg,transcipts/wwdc2020-10680.txt
10165,Embrace Swift type inference,"swift uses type inference to help you write clean, concise code without compromising type safety. we'll show you how the compiler seeks out clues in your code to solve the type inference puzzle. discover what happens when the compiler can't come to a solution, and find out how xcode 12 integrates error tracking to help you understand and fix mistakes at compile time.",,Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,20:53,https://developer.apple.com/videos/play/wwdc2020/10165/,https://devimages-cdn.apple.com/wwdc-services/images/49/3598/3598_wide_250x141_2x.jpg,transcipts/wwdc2020-10165.txt
10654,Create Swift Playgrounds content for iPad and Mac,"learn how to create swift playgrounds books that work fluidly across both mac and ipad and help people of all ages explore the fun of coding in swift. we'll walk you through how to customize content for each platform while considering platform settings, and help you take advantage of them in your playgrounds while still providing a smooth cross-platform experience. 
 
for more on swift playgrounds, check out ","education,ipad,mac,playgrounds,swift,swift playgrounds",Swift,ios|ipados|macos,WWDC20,wwdc2020,8:29,https://developer.apple.com/videos/play/wwdc2020/10654/,https://devimages-cdn.apple.com/wwdc-services/images/49/3487/3487_wide_250x141_2x.jpg,transcipts/wwdc2020-10654.txt
10091,Write tests to fail,"plan for failure: design great tests to help you find and diagnose even the toughest bugs. learn how to improve your automated tests with xctest to find hidden issues in even the best code. we'll explain how to prepare your tests for failure to make triaging issues easier, letting you solve interface issues and deliver fixes quickly. 
 
to get the most out of this session, you should already be familiar with writing ui tests within the xctest framework. 
 
for more on testing tools, head over to “the suite life of testing”.","testing,xcode,xctest",Swift|Developer Tools,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,17:55,https://developer.apple.com/videos/play/wwdc2020/10091/,https://devimages-cdn.apple.com/wwdc-services/images/49/3610/3610_wide_250x141_2x.jpg,transcipts/wwdc2020-10091.txt
10039,Build document-based apps in SwiftUI,"learn how to build a document-based app entirely in swiftui! we'll walk you through the documentgroup api and how it composes with your app and scenes, allowing you to add out-of-the-box support for document management — such as document browsing and standard commands — no heavy lifting required. you'll learn to set up universal type identifiers as well as gain understanding into what makes a top-notch document-based app. 
 
to get the most out of this session, you should first familiarize yourself with building apps in swiftui. check out ","document,document app,document based app,documentbased apps,documentgroup,exportedas,importedas,imported type identifier,windowgroup",Swift|SwiftUI & UI Frameworks,ios|ipados|macos,WWDC20,wwdc2020,12:02,https://developer.apple.com/videos/play/wwdc2020/10039/,https://devimages-cdn.apple.com/wwdc-services/images/49/3727/3727_wide_250x141_2x.jpg,transcipts/wwdc2020-10039.txt
10217,Explore numerical computing in Swift,"meet swift numerics: a new swift package for computational mathematics. take a tour of the protocols and types available in the package and find out how you can use them to write generic code. we'll also show you how and when to use the new float16 type to improve performance and reduce memory usage. 
 
to get the most out of this session, you should have some familiarity with mathematics like logarithmic functions and real and imaginary numbers. you should also be familiar with generic programming in swift. for more background, watch “swift generics (expanded)” from wwdc18.",,Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,15:24,https://developer.apple.com/videos/play/wwdc2020/10217/,https://devimages-cdn.apple.com/wwdc-services/images/49/3597/3597_wide_250x141_2x.jpg,transcipts/wwdc2020-10217.txt
10031,"Stacks, Grids, and Outlines in SwiftUI","display detailed data in your swiftui apps more quickly and efficiently with improved stacks and new list and outline views. now available on ios and ipados for the first time, outlines are a new multi-platform tool for expressing hierarchical data that work alongside stacks and lists. learn how to use new and improved tools in swiftui to display more content on screen when using table views, create smooth-scrolling and responsive stacks, and build out list views for content that needs more than a vstack can provide. take your layout options even further with the new grid view, as well as disclosure groups. 
 
to get the most out of this video, we recommend first checking out “swiftui app essentials,” which provides an overview of everything new in swiftui for 2020. if you're brand-new to coding with swiftui, we also suggest watching 2019's “swiftui essentials” talk.","children key path,disclosuregroup,disclosure groups,disclosure triangle,forms,griditem,group,hierarchical data,hstack,isexpanded,label,layout primitives,lazygrid,lazyhgrid,lazyhstack,lazyvgrid,lazyvstack,liststyle,outlinegroup,outline groups,scrolling,selection,sidebar,tree structure data,vstack",Swift|SwiftUI & UI Frameworks,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,19:08,https://developer.apple.com/videos/play/wwdc2020/10031/,https://devimages-cdn.apple.com/wwdc-services/images/49/3455/3455_wide_250x141_2x.jpg,transcipts/wwdc2020-10031.txt
10683,"Swan's Quest, Chapter 3: The notable scroll",swift playgrounds presents ,"playgrounds,swans quest,swans quest,swift,swift playgrounds,swift playgrounds challenge",Swift,ios|ipados|macos,WWDC20,wwdc2020,5:59,https://developer.apple.com/videos/play/wwdc2020/10683/,https://devimages-cdn.apple.com/wwdc-services/images/49/3501/3501_wide_250x141_2x.jpg,transcipts/wwdc2020-10683.txt
